Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2024-10-29,Widget A,West,761,32,Male,2.78311499
2024-10-30,Widget B,South,659,35,Female,4.261418495
2024-10-31,Widget A,West,990,64,Female,4.55727504
2024-11-01,Widget B,East,347,19,Male,3.077590741
2024-11-02,Widget D,North,889,46,Male,3.2601301
2024-11-03,Widget C,North,967,30,Male,3.67873589
2024-11-04,Widget A,West,709,21,Female,4.845529881
2024-11-05,Widget C,North,513,59,Male,3.410679844
2024-11-06,Widget A,South,124,62,Male,3.237901038
2024-11-07,Widget B,South,383,27,Male,1.058136541
2024-11-08,Widget C,North,548,48,Female,1.323798808
2024-11-09,Widget A,South,980,58,Male,3.308686506
2024-11-10,Widget B,North,400,25,Female,4.744961551
2024-11-11,Widget C,North,167,20,Male,4.466765394
2024-11-12,Widget C,North,106,65,Male,4.930315692
2024-11-13,Widget A,West,916,63,Male,3.11133615
2024-11-14,Widget A,North,236,26,Female,4.151723754
2024-11-15,Widget A,West,263,47,Male,4.361601326
2024-11-16,Widget B,North,182,28,Male,3.592126629
2024-11-17,Widget A,North,996,52,Female,2.354999617
2024-11-18,Widget C,North,749,54,Female,2.879913739
2024-11-19,Widget C,South,519,59,Female,4.431668289
2024-11-20,Widget A,West,172,30,Male,2.194191704
2024-11-21,Widget A,West,336,53,Female,4.694972525
2024-11-22,Widget D,North,145,30,Male,1.919225366
2024-11-23,Widget C,North,717,29,Female,3.998065661
2024-11-24,Widget B,South,899,54,Female,3.522236937
2024-11-25,Widget D,South,361,27,Female,3.998397764
2024-11-26,Widget A,South,275,26,Male,2.74939029
2024-11-27,Widget A,West,265,69,Male,4.73056425
2024-11-28,Widget C,West,756,24,Male,3.52988881
2024-11-29,Widget A,West,941,19,Male,2.153183218
2024-11-30,Widget B,North,469,40,Male,3.553820283
2024-12-01,Widget C,West,894,56,Male,2.147262989
2024-12-02,Widget A,East,153,57,Male,2.174529567
2024-12-03,Widget C,East,789,56,Male,2.598394046
2024-12-04,Widget A,South,518,38,Male,4.40972167
2024-12-05,Widget A,West,855,40,Female,3.001191498
2024-12-06,Widget A,East,606,46,Female,3.715603369
2024-12-07,Widget B,South,440,31,Male,2.567870961
2024-12-08,Widget B,West,226,43,Male,2.054421759
2024-12-09,Widget C,North,508,68,Male,4.818560643
2024-12-10,Widget A,East,466,22,Male,3.414324988
2024-12-11,Widget A,North,370,48,Female,4.735805354
2024-12-12,Widget B,West,743,42,Female,1.813652009
2024-12-13,Widget A,East,704,48,Male,1.587576656
2024-12-14,Widget B,West,478,67,Female,4.423291628
2024-12-15,Widget A,North,172,37,Female,3.72366885
2024-12-16,Widget C,East,347,61,Male,1.746313997
2024-12-17,Widget A,North,959,34,Male,2.077438803
2024-12-18,Widget A,West,884,62,Male,4.202655766
2024-12-19,Widget D,West,142,19,Male,2.81547448
2024-12-20,Widget B,North,476,42,Female,3.682162026
2024-12-21,Widget A,East,140,30,Male,2.273408089
2024-12-22,Widget A,North,269,56,Female,2.524919811
2024-12-23,Widget D,West,311,45,Male,4.962850234
2024-12-24,Widget D,North,592,59,Female,1.990468349
2024-12-25,Widget B,West,779,23,Male,3.025825508
2024-12-26,Widget D,North,138,20,Male,4.377609373
2024-12-27,Widget C,East,468,52,Female,1.956892855
2024-12-28,Widget D,East,856,35,Female,2.660855027
2024-12-29,Widget C,North,250,28,Female,3.460365149
2024-12-30,Widget B,North,210,37,Male,2.924752606
2024-12-31,Widget B,East,579,22,Female,2.838009066
2025-01-01,Widget B,West,535,36,Female,2.450038925
2025-01-02,Widget B,East,146,39,Female,3.346585311
2025-01-03,Widget B,West,674,36,Female,3.497490792
2025-01-04,Widget C,North,836,64,Female,3.613158164
2025-01-05,Widget C,North,465,33,Female,1.281472432
2025-01-06,Widget B,West,168,41,Female,3.524136703
2025-01-07,Widget D,North,398,58,Female,4.812948715
2025-01-08,Widget A,West,901,21,Female,3.163944942
2025-01-09,Widget B,South,395,32,Male,3.86106833
2025-01-10,Widget D,East,302,42,Male,3.226929231
2025-01-11,Widget A,South,160,61,Female,4.418962474
2025-01-12,Widget B,West,929,52,Male,4.718332378
2025-01-13,Widget B,East,413,31,Male,1.736879597
2025-01-14,Widget C,West,260,66,Female,2.747440146
2025-01-15,Widget A,East,430,36,Female,2.569528404
2025-01-16,Widget A,East,627,55,Female,2.620860493
2025-01-17,Widget D,East,437,53,Female,1.502096725
2025-01-18,Widget C,East,705,24,Female,4.254462904
2025-01-19,Widget C,West,403,47,Female,1.143064972
2025-01-20,Widget C,East,602,36,Male,3.112906431
2025-01-21,Widget C,East,749,66,Female,3.647513552
2025-01-22,Widget A,South,437,42,Male,1.829877752
2025-01-23,Widget A,North,649,33,Female,4.623400768
2025-01-24,Widget B,North,738,64,Female,4.354196828
2025-01-25,Widget B,South,374,57,Male,2.884334918
2025-01-26,Widget C,South,263,68,Female,2.644595729
2025-01-27,Widget C,West,542,25,Female,1.946271701
2025-01-28,Widget C,West,418,35,Male,3.919972899
2025-01-29,Widget B,West,688,45,Female,1.526975199
2025-01-30,Widget D,South,603,33,Male,3.720951015
2025-01-31,Widget D,South,785,69,Female,4.369827944
2025-02-01,Widget B,East,486,36,Female,1.913886304
2025-02-02,Widget B,West,969,59,Male,4.465709612
2025-02-03,Widget B,West,932,34,Female,1.133292798
2025-02-04,Widget B,West,987,62,Male,4.651149542
2025-02-05,Widget B,North,702,30,Male,1.473448911
2025-02-06,Widget B,East,849,24,Male,3.583036712
2025-02-07,Widget C,West,875,44,Female,2.000329876
2025-02-08,Widget C,West,790,27,Female,4.346209565
2025-02-09,Widget C,West,593,51,Male,3.049201444
2025-02-10,Widget C,North,589,53,Female,1.540964765
2025-02-11,Widget B,North,820,42,Female,3.283966285
2025-02-12,Widget D,South,172,23,Female,2.631530441
2025-02-13,Widget A,East,608,41,Male,3.645791266
2025-02-14,Widget B,South,489,35,Female,4.527613139
2025-02-15,Widget A,East,718,40,Male,2.637556525
2025-02-16,Widget D,North,956,23,Female,2.159522718
2025-02-17,Widget C,West,394,46,Female,1.058060378
2025-02-18,Widget D,South,468,42,Male,3.299356151
2025-02-19,Widget B,West,895,34,Female,2.60909907
2025-02-20,Widget C,South,964,63,Male,2.498596876
2025-02-21,Widget B,North,793,41,Female,1.731741285
2025-02-22,Widget C,North,648,28,Male,2.720221381
2025-02-23,Widget A,North,748,43,Female,4.937767814
2025-02-24,Widget A,South,949,68,Female,2.191016615
2025-02-25,Widget A,East,667,51,Female,3.398817654
2025-02-26,Widget D,South,286,45,Male,4.105947525
2025-02-27,Widget B,East,952,20,Male,3.996631293
2025-02-28,Widget D,South,869,28,Male,2.31509715
2025-03-01,Widget A,South,544,55,Female,3.443440334
2025-03-02,Widget B,North,669,31,Male,4.485058741
2025-03-03,Widget A,West,462,68,Male,1.061789711
2025-03-04,Widget D,West,222,43,Male,2.742937427
2025-03-05,Widget D,East,287,65,Male,1.897093673
2025-03-06,Widget D,West,841,38,Male,2.554529162
2025-03-07,Widget A,South,779,56,Male,2.663958432
2025-03-08,Widget B,South,519,47,Male,3.986683859
2025-03-09,Widget B,North,725,25,Male,1.37528749
2025-03-10,Widget A,North,351,68,Male,3.050335613
2025-03-11,Widget B,West,718,37,Male,3.256779167
2025-03-12,Widget A,East,648,65,Female,2.976630414
2025-03-13,Widget B,West,434,49,Female,3.927493012
2025-03-14,Widget C,West,191,39,Male,2.535165024
2025-03-15,Widget C,West,629,24,Female,4.779868255
2025-03-16,Widget D,West,965,26,Female,2.92721377
2025-03-17,Widget C,South,162,62,Male,3.284855638
2025-03-18,Widget C,East,761,18,Male,4.302123293
2025-03-19,Widget C,South,611,46,Male,2.100944424
2025-03-20,Widget A,East,238,25,Female,1.300808115
2025-03-21,Widget C,North,797,21,Male,3.831135913
2025-03-22,Widget C,West,284,52,Female,2.932047422
2025-03-23,Widget D,South,304,20,Male,4.586017004
2025-03-24,Widget C,East,871,62,Female,4.930720195
2025-03-25,Widget C,North,313,57,Female,2.596437402
2025-03-26,Widget B,North,355,24,Male,2.661756065
2025-03-27,Widget D,West,234,44,Male,2.631850409
2025-03-28,Widget D,East,672,18,Female,2.298216439
2025-03-29,Widget D,South,974,44,Female,4.126748391
2025-03-30,Widget D,West,921,33,Male,4.03598305
2025-03-31,Widget D,South,187,55,Male,2.914579482
2025-04-01,Widget D,North,935,24,Female,1.178644866
2025-04-02,Widget A,South,306,61,Male,2.238237206
2025-04-03,Widget C,South,228,40,Female,2.169212186
2025-04-04,Widget D,West,922,58,Male,4.244348985
2025-04-05,Widget C,South,102,28,Male,1.350302294
2025-04-06,Widget C,West,853,59,Male,4.222701516
2025-04-07,Widget A,North,220,50,Female,3.676734609
2025-04-08,Widget D,West,484,67,Male,3.929765837
2025-04-09,Widget B,West,713,53,Female,2.72885275
2025-04-10,Widget A,East,137,54,Male,3.718903184
2025-04-11,Widget B,South,440,58,Female,3.436115779
2025-04-12,Widget C,North,744,34,Female,4.075920781
2025-04-13,Widget C,West,813,52,Male,2.787079338
2025-04-14,Widget A,North,959,65,Female,2.8913025
2025-04-15,Widget A,East,120,22,Female,3.574304891
2025-04-16,Widget B,South,341,65,Female,1.432309975
2025-04-17,Widget D,West,554,49,Female,2.744977793
2025-04-18,Widget B,South,720,20,Male,4.887803381
2025-04-19,Widget A,East,402,69,Male,1.15020928
2025-04-20,Widget B,East,695,64,Male,2.264018891
2025-04-21,Widget A,North,694,52,Female,2.256439276
2025-04-22,Widget B,West,902,69,Female,3.533856477
2025-04-23,Widget A,North,168,31,Male,1.423201438
2025-04-24,Widget A,East,228,65,Male,3.514176124
2025-04-25,Widget A,South,295,48,Female,1.380160963
2025-04-26,Widget D,North,239,48,Male,1.37981459
2025-04-27,Widget B,North,543,34,Male,3.912733429
2025-04-28,Widget B,South,382,41,Female,2.296540695
2025-04-29,Widget B,North,411,69,Male,4.909691791
2025-04-30,Widget A,South,845,40,Female,1.149411746
2025-05-01,Widget B,West,634,35,Male,2.780426655
2025-05-02,Widget B,South,764,67,Female,1.452543751
2025-05-03,Widget A,West,376,31,Female,2.405515867
2025-05-04,Widget C,South,160,67,Female,4.992889802
2025-05-05,Widget A,East,418,32,Female,4.555370047
2025-05-06,Widget B,East,989,32,Female,1.193297635
2025-05-07,Widget A,West,151,23,Male,3.253023375
2025-05-08,Widget C,West,955,44,Male,3.591289219
2025-05-09,Widget A,East,252,32,Male,1.838138496
2025-05-10,Widget B,West,848,67,Female,1.580422294
2025-05-11,Widget C,South,410,53,Male,4.617524539
2025-05-12,Widget D,South,913,25,Female,4.875265766
2025-05-13,Widget B,East,643,32,Female,4.967571429
2025-05-14,Widget C,North,666,20,Male,4.159047095
2025-05-15,Widget C,South,963,64,Female,3.654008278
2025-05-16,Widget D,West,488,30,Male,2.382921009
2025-05-17,Widget A,North,647,58,Female,1.685593249
2025-05-18,Widget A,North,721,51,Female,1.315922397
2025-05-19,Widget B,South,276,41,Male,3.773189874
2025-05-20,Widget D,South,461,57,Female,4.138893661
2025-05-21,Widget A,North,413,49,Male,4.30581461
2025-05-22,Widget D,North,906,49,Female,4.655060013
2025-05-23,Widget A,East,947,47,Male,4.519718255
2025-05-24,Widget C,West,196,69,Female,4.998965089
2025-05-25,Widget A,East,980,66,Male,1.976256044
2025-05-26,Widget D,South,312,30,Male,4.053230461
2025-05-27,Widget C,East,928,18,Female,3.345838049
2025-05-28,Widget C,East,236,51,Male,2.04498053
2025-05-29,Widget C,East,105,32,Female,4.927621289
2025-05-30,Widget D,East,208,61,Female,4.591592419
2025-05-31,Widget B,West,646,31,Male,1.514062674
2025-06-01,Widget B,West,138,46,Male,1.104633369
2025-06-02,Widget B,North,761,51,Male,3.753323049
2025-06-03,Widget D,South,524,35,Male,3.416522515
2025-06-04,Widget C,East,729,24,Male,4.743262496
2025-06-05,Widget B,North,360,46,Female,1.936021149
2025-06-06,Widget D,North,525,48,Male,1.337551792
2025-06-07,Widget B,North,186,42,Female,2.036861335
2025-06-08,Widget A,West,564,55,Male,1.075710562
2025-06-09,Widget B,East,175,31,Male,1.143571005
2025-06-10,Widget B,East,570,25,Male,4.659431224
2025-06-11,Widget C,South,513,44,Female,2.40806633
2025-06-12,Widget D,East,924,19,Male,2.643236004
2025-06-13,Widget C,East,994,34,Female,1.073486618
2025-06-14,Widget C,North,825,54,Female,2.082087121
2025-06-15,Widget C,South,556,31,Female,4.218903935
2025-06-16,Widget C,East,384,42,Male,3.461963839
2025-06-17,Widget C,West,338,47,Female,4.015122404
2025-06-18,Widget B,East,776,46,Male,2.788854963
2025-06-19,Widget C,North,698,37,Female,2.238916887
2025-06-20,Widget C,West,752,38,Male,2.931240373
2025-06-21,Widget D,North,771,39,Female,2.292284274
2025-06-22,Widget A,East,657,52,Male,4.355884387
2025-06-23,Widget B,West,471,54,Male,2.190694862
2025-06-24,Widget B,South,594,33,Male,3.639054562
2025-06-25,Widget B,South,723,67,Female,1.547928889
2025-06-26,Widget C,West,144,66,Female,3.747465975
2025-06-27,Widget C,West,500,60,Male,4.653198846
2025-06-28,Widget C,North,346,34,Female,3.434332619
2025-06-29,Widget D,West,715,33,Female,3.23942152
2025-06-30,Widget A,North,696,19,Female,4.844473072
2025-07-01,Widget C,East,549,21,Female,3.509586221
2025-07-02,Widget A,North,584,38,Female,2.038201733
2025-07-03,Widget D,West,745,56,Female,2.169564095
2025-07-04,Widget B,West,719,51,Female,3.82122657
2025-07-05,Widget C,East,117,47,Male,3.941746376
2025-07-06,Widget A,West,705,23,Male,2.213984927
2025-07-07,Widget A,West,761,34,Female,2.381375912
2025-07-08,Widget C,South,857,56,Male,4.964226035
2025-07-09,Widget B,South,388,42,Male,1.407810198
2025-07-10,Widget B,East,513,22,Male,2.618580114
2025-07-11,Widget B,North,820,22,Female,1.249790125
2025-07-12,Widget D,South,737,37,Female,4.284313448
2025-07-13,Widget A,North,334,33,Female,1.369383356
2025-07-14,Widget A,West,515,68,Female,3.696029426
2025-07-15,Widget A,South,598,58,Female,1.225933696
2025-07-16,Widget D,East,733,54,Male,3.691420151
2025-07-17,Widget A,East,749,57,Female,4.372147788
2025-07-18,Widget D,East,214,26,Male,2.595286108
2025-07-19,Widget B,South,773,22,Female,3.088505974
2025-07-20,Widget C,North,812,59,Male,2.606166952
2025-07-21,Widget A,West,333,19,Female,2.201955035
2025-07-22,Widget A,North,639,26,Female,4.213053603
2025-07-23,Widget B,North,110,60,Female,2.088010295
2025-07-24,Widget C,West,305,53,Female,3.891773698
2025-07-25,Widget D,West,778,39,Female,1.824788317
2025-07-26,Widget C,South,346,39,Female,1.999415184
2025-07-27,Widget B,South,658,39,Male,2.34584465
2025-07-28,Widget B,South,857,51,Female,3.35662551
2025-07-29,Widget C,South,226,46,Male,2.817689277
2025-07-30,Widget D,South,246,55,Female,3.980579239
2025-07-31,Widget D,West,217,63,Male,1.854269201
2025-08-01,Widget A,North,481,50,Male,1.042689151
2025-08-02,Widget D,South,511,35,Male,4.106229887
2025-08-03,Widget C,South,763,24,Male,4.286597336
2025-08-04,Widget B,North,683,18,Male,1.237920652
2025-08-05,Widget A,South,462,50,Male,3.443630089
2025-08-06,Widget A,North,608,18,Female,2.512827135
2025-08-07,Widget B,North,236,41,Male,4.175582621
2025-08-08,Widget D,West,274,21,Female,4.497658217
2025-08-09,Widget B,East,388,21,Female,4.404015067
2025-08-10,Widget D,West,580,35,Male,4.108816989
2025-08-11,Widget B,East,118,44,Male,2.076208915
2025-08-12,Widget C,East,294,60,Female,4.247558574
2025-08-13,Widget D,East,429,49,Male,3.133913904
2025-08-14,Widget C,South,274,50,Male,1.211026459
2025-08-15,Widget A,West,548,45,Male,2.8277554
2025-08-16,Widget B,East,453,59,Male,4.768631668
2025-08-17,Widget A,North,598,58,Male,4.551437399
2025-08-18,Widget A,South,240,53,Male,1.409057124
2025-08-19,Widget A,West,857,23,Male,3.976506743
2025-08-20,Widget A,East,996,33,Female,4.223171464
2025-08-21,Widget B,North,192,51,Male,2.085552753
2025-08-22,Widget A,West,338,40,Female,2.886434283
2025-08-23,Widget B,West,304,67,Female,3.843951766
2025-08-24,Widget B,South,659,59,Female,2.756165955
2025-08-25,Widget C,West,532,41,Female,1.451187675
2025-08-26,Widget D,South,344,66,Male,3.823529779
2025-08-27,Widget D,East,931,30,Female,4.646554759
2025-08-28,Widget B,South,416,35,Female,3.609938914
2025-08-29,Widget C,North,394,30,Female,4.095202994
2025-08-30,Widget B,South,739,66,Female,2.433450143
2025-08-31,Widget B,North,955,54,Female,1.732792981
2025-09-01,Widget B,South,381,60,Male,3.571094646
2025-09-02,Widget C,West,116,56,Male,2.311084823
2025-09-03,Widget D,East,170,59,Female,4.440294076
2025-09-04,Widget C,North,368,34,Male,1.4905122
2025-09-05,Widget A,South,424,32,Male,2.733854799
2025-09-06,Widget C,South,893,35,Female,2.586910402
2025-09-07,Widget C,South,404,40,Female,4.752215414
2025-09-08,Widget C,West,550,68,Female,1.612539202
2025-09-09,Widget C,West,106,47,Male,1.0393873
2025-09-10,Widget D,North,413,51,Female,1.952340851
2025-09-11,Widget A,North,916,21,Male,4.281107439
2025-09-12,Widget D,West,202,20,Male,1.837287264
2025-09-13,Widget D,North,920,24,Male,1.963512255
2025-09-14,Widget C,East,292,35,Female,1.519595218
2025-09-15,Widget B,East,852,59,Male,3.861744813
2025-09-16,Widget B,West,673,24,Female,1.276696762
2025-09-17,Widget D,North,628,57,Female,2.324833209
2025-09-18,Widget D,South,270,23,Female,2.129994906
2025-09-19,Widget C,East,636,39,Female,3.220638919
2025-09-20,Widget D,West,350,18,Female,3.92166506
2025-09-21,Widget C,North,864,21,Male,3.131505739
2025-09-22,Widget B,West,486,63,Male,4.724103972
2025-09-23,Widget B,South,306,66,Male,4.805770556
2025-09-24,Widget A,East,640,69,Male,2.445861314
2025-09-25,Widget B,West,728,67,Male,4.110721505
2025-09-26,Widget D,West,515,60,Female,3.955205533
2025-09-27,Widget B,West,893,46,Female,4.571858367
2025-09-28,Widget C,South,479,38,Male,2.791774561
2025-09-29,Widget B,West,243,43,Male,3.121892749
2025-09-30,Widget A,South,124,31,Male,2.663097254
2025-10-01,Widget B,South,921,26,Female,4.401507677
2025-10-02,Widget C,South,767,64,Female,1.918809261
2025-10-03,Widget C,East,172,29,Female,1.958836313
2025-10-04,Widget D,East,731,59,Male,2.490420414
2025-10-05,Widget B,West,923,68,Male,1.921371328
2025-10-06,Widget C,West,932,68,Male,3.244027346
2025-10-07,Widget A,East,192,23,Male,1.537960426
2025-10-08,Widget D,North,604,37,Female,2.280744878
2025-10-09,Widget A,East,697,41,Male,4.653778794
2025-10-10,Widget B,South,435,44,Male,2.636901921
2025-10-11,Widget B,East,524,55,Male,3.992934866
2025-10-12,Widget B,South,598,25,Female,1.453848767
2025-10-13,Widget D,West,463,18,Female,1.990258033
2025-10-14,Widget C,North,729,66,Male,4.229382485
2025-10-15,Widget D,West,844,66,Female,4.051971745
2025-10-16,Widget A,South,298,41,Female,2.544623674
2025-10-17,Widget D,South,817,64,Female,4.817587608
2025-10-18,Widget A,South,512,24,Female,4.642572063
2025-10-19,Widget D,North,438,36,Female,4.849202996
2025-10-20,Widget C,East,758,39,Male,2.711658761
2025-10-21,Widget A,West,528,52,Male,1.789894335
2025-10-22,Widget B,West,882,47,Male,3.506634556
2025-10-23,Widget B,East,998,46,Female,3.739092633
2025-10-24,Widget D,West,238,39,Female,1.501767138
2025-10-25,Widget B,North,792,28,Female,4.145932137
2025-10-26,Widget A,West,641,37,Female,1.072240879
2025-10-27,Widget B,South,156,46,Male,2.93091355
2025-10-28,Widget C,East,331,68,Male,2.324065038
2025-10-29,Widget C,North,757,58,Male,3.96121224
2025-10-30,Widget D,East,534,59,Male,2.25104291
2025-10-31,Widget A,North,483,51,Male,4.307228451
2025-11-01,Widget C,South,659,18,Male,3.379813955
2025-11-02,Widget C,East,293,48,Female,4.175573447
2025-11-03,Widget A,West,835,47,Female,4.957362551
2025-11-04,Widget B,North,747,65,Male,3.716633383
2025-11-05,Widget B,East,633,35,Female,4.939801265
2025-11-06,Widget D,West,617,34,Male,1.115345308
2025-11-07,Widget B,East,815,55,Male,2.352559954
2025-11-08,Widget A,East,850,31,Female,1.431413058
2025-11-09,Widget C,East,284,40,Male,2.049219726
2025-11-10,Widget B,North,971,42,Male,4.355551597
2025-11-11,Widget D,West,391,32,Male,1.129293061
2025-11-12,Widget B,South,434,63,Female,3.080731743
2025-11-13,Widget A,North,831,39,Female,3.26851483
2025-11-14,Widget D,North,215,20,Female,3.244604587
2025-11-15,Widget B,North,924,36,Female,2.901188295
2025-11-16,Widget D,South,148,61,Male,4.162411859
2025-11-17,Widget A,West,784,51,Female,1.534172358
2025-11-18,Widget C,West,181,52,Female,2.242308062
2025-11-19,Widget A,West,933,67,Female,3.462904214
2025-11-20,Widget A,East,432,18,Male,3.763805465
2025-11-21,Widget A,East,656,69,Female,2.616593727
2025-11-22,Widget A,East,434,38,Female,4.501485053
2025-11-23,Widget C,South,631,46,Male,2.661973587
2025-11-24,Widget C,East,320,23,Male,2.611104537
2025-11-25,Widget D,South,734,54,Male,1.144829046
2025-11-26,Widget B,West,845,18,Male,3.204565345
2025-11-27,Widget C,East,832,68,Female,3.834723354
2025-11-28,Widget C,East,422,18,Male,1.457752654
2025-11-29,Widget B,North,950,44,Female,2.221731064
2025-11-30,Widget C,South,102,38,Female,4.125027815
2025-12-01,Widget A,West,793,33,Female,2.463677742
2025-12-02,Widget A,North,305,61,Female,1.966409848
2025-12-03,Widget B,North,931,57,Female,3.688802654
2025-12-04,Widget D,West,139,43,Male,1.787035111
2025-12-05,Widget D,North,158,33,Female,4.582611678
2025-12-06,Widget B,South,673,45,Female,1.422393584
2025-12-07,Widget B,South,743,18,Female,3.826199209
2025-12-08,Widget A,East,606,53,Male,2.998194805
2025-12-09,Widget D,North,671,27,Female,4.47971825
2025-12-10,Widget C,East,983,60,Female,1.504780364
2025-12-11,Widget A,North,942,34,Male,3.711579674
2025-12-12,Widget B,South,221,40,Female,3.288218557
2025-12-13,Widget D,South,578,24,Female,2.920360569
2025-12-14,Widget C,South,718,61,Male,2.965629054
2025-12-15,Widget C,North,195,24,Female,3.887907847
2025-12-16,Widget A,South,958,61,Female,4.75096662
2025-12-17,Widget D,North,513,32,Female,1.365006636
2025-12-18,Widget D,East,334,51,Female,1.07801059
2025-12-19,Widget B,North,997,63,Female,4.22281917
2025-12-20,Widget D,East,161,62,Male,1.43267755
2025-12-21,Widget D,North,355,21,Male,4.946787184
2025-12-22,Widget A,East,660,31,Male,3.477392996
2025-12-23,Widget D,South,447,31,Female,3.603465581
2025-12-24,Widget C,East,770,33,Female,1.795566812
2025-12-25,Widget A,South,223,24,Female,1.961249241
2025-12-26,Widget A,South,581,49,Male,3.637401212
2025-12-27,Widget B,East,416,36,Female,4.638907352
2025-12-28,Widget D,North,603,19,Female,4.929562218
2025-12-29,Widget B,North,818,27,Female,1.792123787
2025-12-30,Widget C,West,147,67,Male,1.536478491
2025-12-31,Widget A,North,508,34,Male,1.225605431
2026-01-01,Widget A,West,235,54,Female,4.473188073
2026-01-02,Widget A,North,300,29,Female,2.178859387
2026-01-03,Widget C,North,349,23,Female,1.007248135
2026-01-04,Widget C,South,413,39,Male,1.895272344
2026-01-05,Widget B,West,968,49,Male,2.36176432
2026-01-06,Widget B,North,467,58,Male,4.963944678
2026-01-07,Widget B,West,528,37,Female,3.094166375
2026-01-08,Widget D,South,929,18,Male,1.81885579
2026-01-09,Widget A,South,906,64,Female,2.339273379
2026-01-10,Widget A,West,579,23,Female,2.32123075
2026-01-11,Widget B,South,413,36,Male,1.078902986
2026-01-12,Widget A,East,599,35,Female,1.540732217
2026-01-13,Widget B,East,820,23,Male,3.780785839
2026-01-14,Widget D,South,454,62,Female,1.481003946
2026-01-15,Widget D,East,584,50,Female,1.922937106
2026-01-16,Widget C,North,310,40,Male,2.402949194
2026-01-17,Widget D,West,803,40,Female,4.030939778
2026-01-18,Widget B,North,143,43,Female,3.329603859
2026-01-19,Widget D,West,640,30,Female,3.75599994
2026-01-20,Widget C,South,670,24,Female,3.268049302
2026-01-21,Widget A,North,682,32,Female,3.734369701
2026-01-22,Widget B,South,191,61,Female,1.011368615
2026-01-23,Widget A,South,364,44,Female,4.723592577
2026-01-24,Widget C,West,994,43,Female,1.443680923
2026-01-25,Widget C,West,319,50,Male,2.624996384
2026-01-26,Widget C,West,541,32,Male,4.084153481
2026-01-27,Widget A,North,500,53,Female,2.740922872
2026-01-28,Widget A,East,499,62,Female,4.787370207
2026-01-29,Widget A,West,826,44,Male,2.870355794
2026-01-30,Widget A,West,998,22,Female,4.499757622
2026-01-31,Widget C,North,888,19,Male,4.243312453
2026-02-01,Widget C,West,675,50,Male,4.923945211
2026-02-02,Widget B,North,957,33,Male,4.706191123
2026-02-03,Widget B,South,903,40,Female,4.592495339
2026-02-04,Widget A,West,589,55,Female,3.926417362
2026-02-05,Widget D,West,584,33,Female,2.467992589
2026-02-06,Widget D,South,856,31,Male,1.424501674
2026-02-07,Widget C,South,569,46,Male,3.754580209
2026-02-08,Widget C,South,673,43,Male,4.914616325
2026-02-09,Widget C,West,943,52,Female,3.906417749
2026-02-10,Widget B,East,781,32,Male,4.714917477
2026-02-11,Widget B,East,544,20,Male,4.217218852
2026-02-12,Widget C,East,368,40,Female,1.6524587
2026-02-13,Widget C,West,366,46,Male,1.996815082
2026-02-14,Widget C,South,153,51,Male,2.367462407
2026-02-15,Widget D,West,627,50,Female,1.673041777
2026-02-16,Widget B,South,619,58,Female,3.326605331
2026-02-17,Widget D,West,715,58,Male,4.901802097
2026-02-18,Widget D,West,158,40,Female,4.045835334
2026-02-19,Widget C,South,924,24,Male,2.693546996
2026-02-20,Widget C,East,139,20,Female,1.018017924
2026-02-21,Widget A,South,336,49,Male,2.253104045
2026-02-22,Widget A,North,485,48,Female,3.107037151
2026-02-23,Widget D,North,705,35,Male,2.297003495
2026-02-24,Widget B,South,833,60,Female,1.444139692
2026-02-25,Widget C,West,815,24,Female,2.771059827
2026-02-26,Widget C,North,749,58,Female,2.013011268
2026-02-27,Widget D,North,399,18,Female,4.636929506
2026-02-28,Widget A,West,494,31,Female,1.407018114
2026-03-01,Widget B,West,306,69,Female,1.196610515
2026-03-02,Widget A,East,435,49,Female,1.021256677
2026-03-03,Widget A,West,692,23,Male,2.312278738
2026-03-04,Widget A,South,829,56,Male,3.641547353
2026-03-05,Widget A,South,613,27,Female,3.921655012
2026-03-06,Widget C,East,277,24,Female,2.813046734
2026-03-07,Widget C,North,495,43,Male,3.737314602
2026-03-08,Widget A,North,470,51,Male,2.439656145
2026-03-09,Widget B,West,957,47,Female,3.67122488
2026-03-10,Widget D,South,890,53,Male,1.162383941
2026-03-11,Widget B,North,757,38,Male,2.563011938
2026-03-12,Widget B,East,417,34,Female,4.163398711
2026-03-13,Widget B,East,835,50,Female,4.212024122
2026-03-14,Widget A,South,468,27,Female,3.864595116
2026-03-15,Widget C,East,483,68,Male,1.816954482
2026-03-16,Widget B,East,161,64,Female,1.988820476
2026-03-17,Widget A,South,905,59,Female,4.984354909
2026-03-18,Widget B,West,604,68,Male,1.413512029
2026-03-19,Widget B,West,338,29,Female,1.722650796
2026-03-20,Widget A,East,294,33,Male,1.520105023
2026-03-21,Widget C,West,777,58,Male,2.310619855
2026-03-22,Widget C,West,321,49,Male,1.840703341
2026-03-23,Widget D,East,160,32,Male,2.990751838
2026-03-24,Widget A,West,228,44,Male,2.904082828
2026-03-25,Widget D,East,784,45,Male,4.606022478
2026-03-26,Widget D,North,255,34,Female,1.13895979
2026-03-27,Widget D,South,477,63,Female,2.279518307
2026-03-28,Widget C,South,721,67,Female,3.386631568
2026-03-29,Widget A,West,880,19,Male,3.419207047
